created_at,particle_id,ore_type,rm_number,density_bin
2025-02-10T10:00:27.907542,RT-XRM43971-0120,HGM,RM43971,1190574
2025-02-10T10:00:27.982862,RT-XRM43971-0121,HGM,RM43971,1190574
2025-02-10T10:00:28.059448,RT-XRM43971-0122,HGM,RM43971,1190574
2025-02-10T10:00:28.195841,RT-XRM43971-0123,HGM,RM43971,1190574
2025-02-10T10:00:28.273638,RT-XRM43971-0124,HGM,RM43971,1190574
2025-02-10T10:00:28.349599,RT-XRM43971-0125,HGM,RM43971,1190574
2025-02-10T10:00:28.421846,RT-XRM43971-0126,HGM,RM43971,1190574
2025-02-10T10:00:28.494967,RT-XRM43971-0127,HGM,RM43971,1190574
2025-02-10T10:00:28.568364,RT-XRM43971-0128,HGM,RM43971,1190574
2025-02-10T10:00:28.644164,RT-XRM43971-0129,HGM,RM43971,1190574
2025-02-10T10:00:28.716989,RT-XRM43971-0130,HGM,RM43971,1190574
2025-02-10T10:00:28.791716,RT-XRM43971-0131,HGM,RM43971,1190574
2025-02-10T10:00:28.866754,RT-XRM43971-0132,HGM,RM43971,1190574
2025-02-10T10:00:28.939309,RT-XRM43971-0133,HGM,RM43971,1190574
2025-02-10T10:00:29.013316,RT-XRM43971-0134,HGM,RM43971,1190574
2025-02-10T10:00:29.085834,RT-XRM43971-0135,HGM,RM43971,1190574
2025-02-10T10:00:29.157393,RT-XRM43971-0136,HGM,RM43971,1190574
2025-02-10T10:00:29.230204,RT-XRM43971-0137,HGM,RM43971,1190574
2025-02-10T10:00:29.303288,RT-XRM43971-0138,HGM,RM43971,1190574
2025-02-10T10:00:29.380135,RT-XRM43971-0139,HGM,RM43971,1190574
2025-02-10T10:00:29.458173,RT-XRM43971-0140,HGM,RM43971,1190574
2025-02-10T10:00:29.533289,RT-XRM43971-0141,HGM,RM43971,1190574
2025-02-10T10:00:29.608035,RT-XRM43971-0142,HGM,RM43971,1190574
2025-02-10T10:00:29.684320,RT-XRM43971-0143,HGM,RM43971,1190574
2025-02-10T10:00:29.760162,RT-XRM43971-0144,HGM,RM43971,1190574
2025-02-10T10:00:29.835313,RT-XRM43971-0145,HGM,RM43971,1190574
2025-02-10T10:00:29.983308,RT-XRM43971-0196,HGM,RM43971,1190577
2025-02-10T10:00:30.065451,RT-XRM43971-0195,HGM,RM43971,1190577
2025-02-10T10:00:30.144142,RT-XRM43971-0194,HGM,RM43971,1190577
2025-02-10T10:00:30.219105,RT-XRM43971-0193,HGM,RM43971,1190577
2025-02-10T10:00:30.295319,RT-XRM43971-0192,HGM,RM43971,1190577
2025-02-10T10:00:30.370161,RT-XRM43971-0191,HGM,RM43971,1190577
2025-02-10T10:00:30.444229,RT-XRM43971-0190,HGM,RM43971,1190577
2025-02-10T10:00:30.521435,RT-XRM43971-0189,HGM,RM43971,1190577
2025-02-10T10:00:30.595518,RT-XRM43971-0187,HGM,RM43971,1190577
2025-02-10T10:00:30.674255,RT-XRM43971-0188,HGM,RM43971,1190577
2025-02-10T10:00:30.747315,RT-XRM43971-0186,HGM,RM43971,1190577
2025-02-10T10:00:30.821017,RT-XRM43971-0185,HGM,RM43971,1190577
2025-02-10T10:00:30.894430,RT-XRM43971-0184,HGM,RM43971,1190577
2025-02-10T10:00:30.971034,RT-XRM43971-0183,HGM,RM43971,1190577
2025-02-10T10:00:31.045209,RT-XRM43971-0182,HGM,RM43971,1190577
2025-02-10T10:00:31.119964,RT-XRM43971-0181,HGM,RM43971,1190577
2025-02-10T10:00:31.193229,RT-XRM43971-0180,HGM,RM43971,1190577
2025-02-10T10:00:31.267177,RT-XRM43971-0179,HGM,RM43971,1190577
2025-02-10T10:00:31.338605,RT-XRM43971-0178,HGM,RM43971,1190577
2025-02-10T10:00:31.411428,RT-XRM43971-0177,HGM,RM43971,1190577
2025-02-10T10:00:31.489196,RT-XRM43971-0176,HGM,RM43971,1190577
2025-02-10T10:00:31.562787,RT-XRM43971-0175,HGM,RM43971,1190577
2025-02-10T10:00:31.636365,RT-XRM43971-0174,HGM,RM43971,1190577
2025-02-10T10:00:31.713270,RT-XRM43971-0173,HGM,RM43971,1190577
2025-02-10T10:00:31.788271,RT-XRM43971-0172,HGM,RM43971,1190577
2025-02-10T10:00:31.863077,RT-XRM43971-0171,HGM,RM43971,1190577
2025-02-10T10:00:31.936127,RT-XRM43971-0170,HGM,RM43971,1190577
2025-02-10T10:00:32.009202,RT-XRM43971-0169,HGM,RM43971,1190577
2025-02-10T10:00:32.084361,RT-XRM43971-0168,HGM,RM43971,1190577
2025-02-10T10:00:32.159314,RT-XRM43971-0167,HGM,RM43971,1190577
2025-02-10T10:00:32.234239,RT-XRM43971-0166,HGM,RM43971,1190577
2025-02-10T10:00:32.312226,RT-XRM43971-0165,HGM,RM43971,1190577
2025-02-10T10:00:32.384783,RT-XRM43971-0164,HGM,RM43971,1190577
2025-02-10T10:00:32.456258,RT-XRM43971-0163,HGM,RM43971,1190577
2025-02-10T10:00:32.526304,RT-XRM43971-0162,HGM,RM43971,1190577
2025-02-10T10:00:32.603912,RT-XRM43971-0161,HGM,RM43971,1190577
2025-02-10T10:00:32.680322,RT-XRM43971-0160,HGM,RM43971,1190577
2025-02-10T10:00:32.755152,RT-XRM43971-0159,HGM,RM43971,1190577
2025-02-10T10:00:32.828194,RT-XRM43971-0158,HGM,RM43971,1190577
2025-02-10T10:00:32.905153,RT-XRM43971-0157,HGM,RM43971,1190577
2025-02-10T10:00:32.977378,RT-XRM43971-0156,HGM,RM43971,1190577
2025-02-10T10:00:33.051601,RT-XRM43971-0155,HGM,RM43971,1190577
2025-02-10T10:00:33.130247,RT-XRM43971-0154,HGM,RM43971,1190577
2025-02-10T10:00:33.206195,RT-XRM43971-0153,HGM,RM43971,1190577
2025-02-10T10:00:33.281432,RT-XRM43971-0152,HGM,RM43971,1190577
2025-02-10T10:00:33.358101,RT-XRM43971-0151,HGM,RM43971,1190577
2025-02-10T10:00:33.429399,RT-XRM43971-0150,HGM,RM43971,1190577
2025-02-10T10:00:33.508321,RT-XRM43971-0149,HGM,RM43971,1190577
2025-02-10T10:00:33.581277,RT-XRM43971-0148,HGM,RM43971,1190577
2025-02-10T10:00:33.656396,RT-XRM43971-0147,HGM,RM43971,1190577
2025-02-10T10:00:33.730010,RT-XRM43971-0146,HGM,RM43971,1190577
2025-02-10T10:00:33.876237,RT-XRM43971-0233,HGM,RM43971,1190579
2025-02-10T10:00:33.951218,RT-XRM43971-0232,HGM,RM43971,1190579
2025-02-10T10:00:34.025061,RT-XRM43971-0231,HGM,RM43971,1190579
2025-02-10T10:00:35.171395,RT-XRM43971-0230,HGM,RM43971,1190579
2025-02-10T10:00:35.249527,RT-XRM43971-0229,HGM,RM43971,1190579
2025-02-10T10:00:35.325273,RT-XRM43971-0228,HGM,RM43971,1190579
2025-02-10T10:00:35.402322,RT-XRM43971-0227,HGM,RM43971,1190579
2025-02-10T10:00:35.476478,RT-XRM43971-0226,HGM,RM43971,1190579
2025-02-10T10:00:35.550212,RT-XRM43971-0225,HGM,RM43971,1190579
2025-02-10T10:00:35.625334,RT-XRM43971-0224,HGM,RM43971,1190579
2025-02-10T10:00:35.701248,RT-XRM43971-0223,HGM,RM43971,1190579
2025-02-10T10:00:35.774161,RT-XRM43971-0222,HGM,RM43971,1190579
2025-02-10T10:00:35.848336,RT-XRM43971-0221,HGM,RM43971,1190579
2025-02-10T10:00:35.921243,RT-XRM43971-0220,HGM,RM43971,1190579
2025-02-10T10:00:35.994268,RT-XRM43971-0219,HGM,RM43971,1190579
2025-02-10T10:00:36.071234,RT-XRM43971-0218,HGM,RM43971,1190579
2025-02-10T10:00:36.144024,RT-XRM43971-0217,HGM,RM43971,1190579
2025-02-10T10:00:36.217003,RT-XRM43971-0216,HGM,RM43971,1190579
2025-02-10T10:00:36.292686,RT-XRM43971-0215,HGM,RM43971,1190579
2025-02-10T10:00:36.368989,RT-XRM43971-0214,HGM,RM43971,1190579
2025-02-10T10:00:36.447023,RT-XRM43971-0213,HGM,RM43971,1190579
2025-02-10T10:00:36.522078,RT-XRM43971-0212,HGM,RM43971,1190579
2025-02-10T10:00:36.595411,RT-XRM43971-0211,HGM,RM43971,1190579
2025-02-10T10:00:36.668205,RT-XRM43971-0210,HGM,RM43971,1190579
2025-02-10T10:00:36.744864,RT-XRM43971-0209,HGM,RM43971,1190579
2025-02-10T10:00:36.820296,RT-XRM43971-0208,HGM,RM43971,1190579
2025-02-10T10:00:36.898132,RT-XRM43971-0207,HGM,RM43971,1190579
2025-02-10T10:00:36.970284,RT-XRM43971-0206,HGM,RM43971,1190579
2025-02-10T10:00:37.044751,RT-XRM43971-0205,HGM,RM43971,1190579
2025-02-10T10:00:37.192349,RT-XRM43971-0199,HGM,RM43971,1190579
2025-02-10T10:00:37.266340,RT-XRM43971-0200,HGM,RM43971,1190579
2025-02-10T10:00:37.339121,RT-XRM43971-0201,HGM,RM43971,1190579
2025-02-10T10:00:37.413636,RT-XRM43971-0202,HGM,RM43971,1190579
2025-02-10T10:00:37.492858,RT-XRM43971-0203,HGM,RM43971,1190579
2025-02-10T10:00:37.566742,RT-XRM43971-0204,HGM,RM43971,1190579
2025-02-10T10:00:37.711438,RT-XRM43971-0236,HGM,RM43971,1190583
2025-02-10T10:00:37.783285,RT-XRM43971-0237,HGM,RM43971,1190583
2025-02-10T10:00:37.859205,RT-XRM43971-0238,HGM,RM43971,1190583
2025-02-10T10:00:37.932088,RT-XRM43971-0239,HGM,RM43971,1190583
2025-02-10T10:00:38.220067,RT-XRM43971-0243,HGF,RM43971,1190574
2025-02-10T10:00:38.292379,RT-XRM43971-0244,HGF,RM43971,1190574
2025-02-10T10:00:38.365281,RT-XRM43971-0245,HGF,RM43971,1190574
2025-02-10T10:00:38.439509,RT-XRM43971-0246,HGF,RM43971,1190574
2025-02-10T10:00:38.514290,RT-XRM43971-0247,HGF,RM43971,1190574
2025-02-10T10:00:38.590296,RT-XRM43971-0248,HGF,RM43971,1190574
2025-02-10T10:00:38.665275,RT-XRM43971-0249,HGF,RM43971,1190574
2025-02-10T10:00:38.744827,RT-XRM43971-0250,HGF,RM43971,1190574
2025-02-10T10:00:38.818035,RT-XRM43971-0251,HGF,RM43971,1190574
2025-02-10T10:00:38.892258,RT-XRM43971-0252,HGF,RM43971,1190574
2025-02-10T10:00:38.967164,RT-XRM43971-0253,HGF,RM43971,1190574
2025-02-10T10:00:39.041259,RT-XRM43971-0254,HGF,RM43971,1190574
2025-02-10T10:00:39.114099,RT-XRM43971-0255,HGF,RM43971,1190574
2025-02-10T10:00:39.186350,RT-XRM43971-0256,HGF,RM43971,1190574
2025-02-10T10:00:39.260475,RT-XRM43971-0035,HGM,RM43971,1190569
2025-03-05T23:50:50.028325,RT-XRM43971-0601,GOL,RM43971,1190561
2025-03-05T23:52:53.939940,RT-XRM43971-0602,SHL,RM43971,1190561
2025-03-05T23:54:49.974679,RT-XRM43971-0603,SHL,RM43971,1190561
2025-03-05T23:56:16.023763,RT-XRM43971-0604,SHL,RM43971,1190561
2025-03-06T00:04:30.519192,RT-XRM43971-0605,GOL,RM43971,1190563
2025-03-06T00:14:05.228937,RT-XRM43971-0606,SHL,RM43971,1190563
2025-03-06T00:16:08.719571,RT-XRM43971-0607,SHL,RM43971,1190563
2025-03-06T00:20:24.153166,RT-XRM43971-0608,MHT,RM43971,1190563
2025-03-06T00:23:23.148744,RT-XRM43971-0609,SHL,RM43971,1190565
2025-03-06T00:26:55.944744,RT-XRM43971-0610,SHL,RM43971,1190565
2025-03-10T22:02:48.914207,RT-XRM43971-0611,HGM,RM43971,1190565
2025-03-10T22:09:15.749304,RT-XRM43971-0612,HGM,RM43971,1190565
2025-03-10T22:13:06.470821,RT-XRM43971-0613,GOC,RM43971,1190565
2025-03-10T22:22:15.522119,RT-XRM43971-0614,HGF,RM43971,1190565
2025-03-10T22:27:42.632297,RT-XRM43971-0615,HGF,RM43971,1190565
2025-03-10T22:47:47.024961,RT-XRM43971-0616,GOL,RM43971,1190568
2025-03-10T22:54:23.411995,RT-XRM43971-0617,H2M,RM43971,1190568
2025-03-10T23:00:31.755005,RT-XRM43971-0618,GOV,RM43971,1190568
2025-03-10T23:42:11.924427,RT-XRM43971-0619,GLA,RM43971,1190568
2025-03-10T23:46:32.752270,RT-XRM43971-0620,GOC,RM43971,1190568
2025-03-11T00:27:22.355666,RT-XRM43971-0621,GOC,RM43971,1190568
2025-03-11T00:35:54.608500,RT-XRM43971-0622,HGF,RM43971,1190568
2025-03-11T00:41:20.474637,RT-XRM43971-0623,HGF,RM43971,1190568
2025-03-11T00:46:29.882864,RT-XRM43971-0624,GMI,RM43971,1190568
